,f__bootstrap,f__class_weight,f__criterion,f__max_depth,f__max_features,f__min_samples_leaf,f__min_samples_split,f__n_estimators,prec,f1,recall
55,False,,entropy,10.0,auto,2,2,10,0.0,0.0,0.0
56,True,balanced,entropy,10.0,sqrt,4,10,100,0.0,0.0,0.0
57,True,balanced_subsample,entropy,,auto,2,2,200,0.0,0.0,0.0
58,False,balanced,entropy,,auto,4,10,100,0.2,0.025,0.013333333333333332
59,True,balanced,entropy,50.0,auto,1,2,100,0.0,0.0,0.0
60,True,,entropy,50.0,auto,1,10,200,0.0,0.0,0.0
61,True,,entropy,10.0,auto,2,2,200,0.0,0.0,0.0
62,True,balanced,entropy,10.0,sqrt,4,10,10,0.2,0.023529411764705882,0.0125
63,True,balanced,gini,50.0,sqrt,4,2,50,0.0,0.0,0.0
64,False,balanced,gini,,auto,4,2,50,0.05,0.02,0.0125
65,True,balanced,entropy,50.0,auto,2,10,100,0.0,0.0,0.0
66,True,balanced,entropy,10.0,sqrt,1,2,100,0.0,0.0,0.0
67,False,balanced,entropy,10.0,sqrt,1,10,50,0.3,0.04722222222222222,0.02583333333333333
68,True,,gini,10.0,sqrt,4,2,200,0.0,0.0,0.0
69,False,,gini,50.0,auto,2,2,100,0.0,0.0,0.0
70,True,,gini,50.0,auto,2,2,10,0.0,0.0,0.0
71,True,balanced_subsample,entropy,,auto,4,10,100,0.0,0.0,0.0
72,True,,entropy,,auto,1,2,10,0.0,0.0,0.0
73,False,balanced,gini,10.0,sqrt,4,2,10,0.325,0.09605263157894736,0.06416666666666666
74,True,balanced_subsample,entropy,50.0,auto,4,10,50,0.2,0.023529411764705882,0.0125
75,True,balanced,gini,,sqrt,4,2,100,0.0,0.0,0.0
76,False,balanced,gini,50.0,sqrt,2,10,10,0.3333333333333333,0.06710526315789474,0.03833333333333333
77,True,balanced_subsample,gini,10.0,sqrt,4,2,100,0.0,0.0,0.0
78,True,,entropy,10.0,auto,4,10,10,0.0,0.0,0.0
79,True,,entropy,50.0,sqrt,1,10,200,0.0,0.0,0.0
80,True,balanced_subsample,entropy,50.0,sqrt,1,2,100,0.0,0.0,0.0
81,True,,gini,,sqrt,2,2,50,0.0,0.0,0.0
82,True,,gini,10.0,auto,2,2,10,0.0,0.0,0.0
83,True,balanced_subsample,entropy,,auto,4,2,200,0.0,0.0,0.0
84,True,balanced_subsample,gini,,auto,2,2,10,0.0,0.0,0.0
85,True,balanced,gini,,auto,1,10,100,0.0,0.0,0.0
86,False,balanced,gini,50.0,auto,1,2,50,0.0,0.0,0.0
87,True,balanced_subsample,entropy,50.0,sqrt,1,2,100,0.0,0.0,0.0
88,False,balanced_subsample,entropy,10.0,sqrt,2,10,10,0.35,0.08186274509803922,0.05166666666666666
89,True,balanced_subsample,gini,10.0,auto,4,10,10,0.1,0.02222222222222222,0.0125
90,True,balanced,gini,,auto,1,10,200,0.0,0.0,0.0
91,True,balanced_subsample,entropy,10.0,auto,2,10,10,0.2,0.023529411764705882,0.0125
92,True,,entropy,,sqrt,1,2,10,0.0,0.0,0.0
93,True,,entropy,,auto,4,10,50,0.0,0.0,0.0
94,False,balanced,gini,,sqrt,4,10,200,0.0,0.0,0.0
95,False,balanced_subsample,gini,10.0,sqrt,1,2,100,0.13333333333333333,0.04327485380116959,0.02583333333333333
96,True,balanced,gini,50.0,sqrt,1,2,100,0.0,0.0,0.0
97,True,balanced,gini,10.0,auto,4,2,10,0.2,0.023529411764705882,0.0125
98,True,balanced_subsample,gini,10.0,auto,1,10,200,0.0,0.0,0.0
99,False,balanced,gini,,auto,1,2,200,0.0,0.0,0.0
