,Strana,MinMajRate,HlasovaniId
0,ANO,0.0,67018
1,KDU-ČSL,0.0,67018
2,KSČM,0.0,67018
3,ODS,0.0,67018
4,Piráti,0.0,67018
5,SPD,0.0,67018
6,STAN,0.0,67018
7,TOP09,0.0,67018
8,ČSSD,0.0,67018
9,ANO,0.0,67019
10,KDU-ČSL,0.0,67019
11,KSČM,0.0,67019
12,ODS,0.0,67019
13,Piráti,0.0,67019
14,SPD,0.0,67019
15,STAN,0.0,67019
16,TOP09,0.0,67019
17,ČSSD,0.0,67019
18,ANO,0.0,67020
19,KDU-ČSL,0.0,67020
20,KSČM,0.0,67020
21,ODS,0.0,67020
22,ODS,0.047619047619047616,67020
23,Piráti,0.0,67020
24,SPD,0.0,67020
25,SPD,0.05,67020
26,STAN,0.0,67020
27,TOP09,0.0,67020
28,TOP09,0.2,67020
29,ČSSD,0.0,67020
30,ČSSD,0.625,67020
31,ANO,0.0,67021
32,KDU-ČSL,0.0,67021
33,KSČM,0.0,67021
34,ODS,0.0,67021
35,ODS,0.5,67021
36,Piráti,0.0,67021
37,SPD,0.0,67021
38,STAN,0.0,67021
39,TOP09,0.0,67021
40,ČSSD,0.0,67021
41,ČSSD,0.8333333333333334,67021
42,ANO,0.0,67022
43,KDU-ČSL,0.0,67022
44,KSČM,0.0,67022
45,ODS,0.0,67022
46,Piráti,0.0,67022
47,SPD,0.0,67022
48,STAN,0.0,67022
49,TOP09,0.0,67022
50,TOP09,0.16666666666666666,67022
51,ČSSD,0.0,67022
52,ANO,0.0,67023
53,KDU-ČSL,0.0,67023
54,KSČM,0.0,67023
55,ODS,0.0,67023
56,Piráti,0.0,67023
57,SPD,0.0,67023
58,STAN,0.0,67023
59,TOP09,0.0,67023
60,ČSSD,0.0,67023
61,ANO,0.0,67024
62,KDU-ČSL,0.0,67024
63,KSČM,0.0,67024
64,ODS,0.0,67024
65,Piráti,0.0,67024
66,SPD,0.0,67024
67,STAN,0.0,67024
68,TOP09,0.0,67024
69,ANO,0.0,67025
70,KDU-ČSL,0.0,67025
71,KSČM,0.0,67025
72,ODS,0.0,67025
73,Piráti,0.0,67025
74,Piráti,0.05,67025
75,SPD,0.0,67025
76,STAN,0.0,67025
77,TOP09,0.0,67025
78,ČSSD,0.0,67025
79,ANO,0.0,67026
80,ANO,0.045454545454545456,67026
81,KDU-ČSL,0.0,67026
82,KSČM,0.0,67026
83,ODS,0.0,67026
84,Piráti,0.0,67026
85,SPD,0.0,67026
86,STAN,0.0,67026
87,TOP09,0.0,67026
88,ČSSD,0.0,67026
89,ANO,0.0,67027
90,KDU-ČSL,0.0,67027
91,KDU-ČSL,0.75,67027
92,KSČM,0.0,67027
93,ODS,0.0,67027
94,ODS,0.05555555555555555,67027
95,Piráti,0.0,67027
96,SPD,0.0,67027
97,STAN,0.0,67027
98,TOP09,0.0,67027
99,TOP09,0.5,67027
100,ČSSD,0.0,67027
101,ANO,0.0,67028
102,KDU-ČSL,0.0,67028
103,KSČM,0.0,67028
104,ODS,0.0,67028
105,Piráti,0.0,67028
106,SPD,0.0,67028
107,STAN,0.0,67028
108,TOP09,0.0,67028
109,ČSSD,0.0,67028
110,ANO,0.0,67029
111,KDU-ČSL,0.0,67029
112,KSČM,0.0,67029
113,ODS,0.0,67029
114,Piráti,0.0,67029
115,SPD,0.0,67029
116,STAN,0.0,67029
117,TOP09,0.0,67029
118,ČSSD,0.0,67029
119,ANO,0.0,67030
120,KDU-ČSL,0.0,67030
121,KSČM,0.0,67030
122,ODS,0.0,67030
123,Piráti,0.0,67030
124,SPD,0.0,67030
125,STAN,0.0,67030
126,TOP09,0.0,67030
127,ČSSD,0.0,67030
128,ANO,0.0,67031
129,KDU-ČSL,0.0,67031
130,KSČM,0.0,67031
131,ODS,0.0,67031
132,Piráti,0.0,67031
133,SPD,0.0,67031
134,STAN,0.0,67031
135,TOP09,0.0,67031
136,ČSSD,0.0,67031
137,ANO,0.0,67032
138,KDU-ČSL,0.0,67032
139,KSČM,0.0,67032
140,ODS,0.0,67032
141,Piráti,0.0,67032
142,SPD,0.0,67032
143,STAN,0.0,67032
144,TOP09,0.0,67032
145,ČSSD,0.0,67032
146,ANO,0.0,67033
147,KDU-ČSL,0.0,67033
148,KSČM,0.0,67033
149,ODS,0.0,67033
150,Piráti,0.0,67033
151,SPD,0.0,67033
152,STAN,0.0,67033
153,TOP09,0.0,67033
154,ČSSD,0.0,67033
155,ANO,0.0,67034
156,KDU-ČSL,0.0,67034
157,KSČM,0.0,67034
158,ODS,0.0,67034
159,Piráti,0.0,67034
160,SPD,0.0,67034
161,STAN,0.0,67034
162,TOP09,0.0,67034
163,ČSSD,0.0,67034
164,ANO,0.0,67035
165,KDU-ČSL,0.0,67035
166,KSČM,0.0,67035
167,ODS,0.0,67035
168,Piráti,0.0,67035
169,SPD,0.0,67035
170,STAN,0.0,67035
171,TOP09,0.0,67035
172,ČSSD,0.0,67035
173,ANO,0.0,67036
174,KDU-ČSL,0.0,67036
175,KSČM,0.0,67036
176,ODS,0.0,67036
177,Piráti,0.0,67036
178,SPD,0.0,67036
179,STAN,0.0,67036
180,TOP09,0.0,67036
181,ČSSD,0.0,67036
182,ANO,0.0,67037
183,KDU-ČSL,0.0,67037
184,KSČM,0.0,67037
185,ODS,0.0,67037
186,Piráti,0.0,67037
187,SPD,0.0,67037
188,STAN,0.0,67037
189,TOP09,0.0,67037
190,ČSSD,0.0,67037
191,ANO,0.0,67038
192,KDU-ČSL,0.0,67038
193,KSČM,0.0,67038
194,ODS,0.0,67038
195,Piráti,0.0,67038
196,SPD,0.0,67038
197,STAN,0.0,67038
198,TOP09,0.0,67038
199,ČSSD,0.0,67038
200,ANO,0.0,67039
201,KDU-ČSL,0.0,67039
202,KSČM,0.0,67039
203,ODS,0.0,67039
204,Piráti,0.0,67039
205,SPD,0.0,67039
206,STAN,0.0,67039
207,TOP09,0.0,67039
208,ČSSD,0.0,67039
209,ANO,0.0,67040
210,KDU-ČSL,0.0,67040
211,KSČM,0.0,67040
212,ODS,0.0,67040
213,Piráti,0.0,67040
214,SPD,0.0,67040
215,STAN,0.0,67040
216,TOP09,0.0,67040
217,ČSSD,0.0,67040
218,ANO,0.0,67041
219,KDU-ČSL,0.0,67041
220,KSČM,0.0,67041
221,ODS,0.0,67041
222,Piráti,0.0,67041
223,SPD,0.0,67041
224,STAN,0.0,67041
225,TOP09,0.0,67041
226,ČSSD,0.0,67041
227,ANO,0.0,67042
228,KDU-ČSL,0.0,67042
229,KSČM,0.0,67042
230,ODS,0.0,67042
231,Piráti,0.0,67042
232,SPD,0.0,67042
233,STAN,0.0,67042
234,TOP09,0.0,67042
235,ČSSD,0.0,67042
236,ANO,0.0,67043
237,KDU-ČSL,0.0,67043
238,KSČM,0.0,67043
239,ODS,0.0,67043
240,Piráti,0.0,67043
241,SPD,0.0,67043
242,STAN,0.0,67043
243,TOP09,0.0,67043
244,ČSSD,0.0,67043
245,ANO,0.0,67044
246,KDU-ČSL,0.0,67044
247,KSČM,0.0,67044
248,ODS,0.0,67044
249,Piráti,0.0,67044
250,SPD,0.0,67044
251,STAN,0.0,67044
252,TOP09,0.0,67044
253,ČSSD,0.0,67044
254,ANO,0.0,67045
255,KDU-ČSL,0.0,67045
256,KSČM,0.0,67045
257,ODS,0.0,67045
258,Piráti,0.0,67045
259,SPD,0.0,67045
260,STAN,0.0,67045
261,TOP09,0.0,67045
262,ČSSD,0.0,67045
263,ANO,0.0,67046
264,KDU-ČSL,0.0,67046
265,KSČM,0.0,67046
266,ODS,0.0,67046
267,ODS,0.045454545454545456,67046
268,Piráti,0.0,67046
269,SPD,0.0,67046
270,STAN,0.0,67046
271,TOP09,0.0,67046
272,ČSSD,0.0,67046
273,ANO,0.0,67047
274,KDU-ČSL,0.0,67047
275,KSČM,0.0,67047
276,ODS,0.0,67047
277,Piráti,0.0,67047
278,SPD,0.0,67047
279,STAN,0.0,67047
280,TOP09,0.0,67047
281,ČSSD,0.0,67047
282,ANO,0.0,67048
283,KDU-ČSL,0.0,67048
284,KSČM,0.0,67048
285,ODS,0.0,67048
286,Piráti,0.0,67048
287,SPD,0.0,67048
288,STAN,0.0,67048
289,TOP09,0.0,67048
290,ČSSD,0.0,67048
291,ANO,0.0,67049
292,KDU-ČSL,0.0,67049
293,KSČM,0.0,67049
294,ODS,0.0,67049
295,Piráti,0.0,67049
296,SPD,0.0,67049
297,STAN,0.0,67049
298,TOP09,0.0,67049
299,ČSSD,0.0,67049
300,ANO,0.0,67050
301,KDU-ČSL,0.0,67050
302,KSČM,0.0,67050
303,ODS,0.0,67050
304,Piráti,0.0,67050
305,SPD,0.0,67050
306,STAN,0.0,67050
307,TOP09,0.0,67050
308,ČSSD,0.0,67050
309,ANO,0.0,67051
310,KDU-ČSL,0.0,67051
311,KSČM,0.0,67051
312,ODS,0.0,67051
313,Piráti,0.0,67051
314,SPD,0.0,67051
315,STAN,0.0,67051
316,TOP09,0.0,67051
317,ČSSD,0.0,67051
318,ANO,0.0,67052
319,KDU-ČSL,0.0,67052
320,KSČM,0.0,67052
321,ODS,0.0,67052
322,Piráti,0.0,67052
323,SPD,0.0,67052
324,STAN,0.0,67052
325,TOP09,0.0,67052
326,ČSSD,0.0,67052
327,ANO,0.0,67053
328,KDU-ČSL,0.0,67053
329,KSČM,0.0,67053
330,ODS,0.0,67053
331,Piráti,0.0,67053
332,SPD,0.0,67053
333,STAN,0.0,67053
334,TOP09,0.0,67053
335,ČSSD,0.0,67053
336,ANO,0.0,67054
337,KDU-ČSL,0.0,67054
338,KSČM,0.0,67054
339,ODS,0.0,67054
340,Piráti,0.0,67054
341,SPD,0.0,67054
342,STAN,0.0,67054
343,TOP09,0.0,67054
344,ČSSD,0.0,67054
345,ANO,0.0,67055
346,KDU-ČSL,0.0,67055
347,Piráti,0.0,67055
348,STAN,0.0,67055
349,TOP09,0.0,67055
350,ČSSD,0.0,67055
351,ANO,0.0,67056
352,KDU-ČSL,0.0,67056
353,Piráti,0.0,67056
354,STAN,0.0,67056
355,TOP09,0.0,67056
356,ČSSD,0.0,67056
357,ANO,0.0,67057
358,KSČM,0.0,67057
359,Piráti,0.0,67057
360,SPD,0.0,67057
361,TOP09,0.0,67057
362,ANO,0.0,67058
363,KDU-ČSL,0.0,67058
364,KSČM,0.0,67058
365,ODS,0.0,67058
366,Piráti,0.0,67058
367,SPD,0.0,67058
368,STAN,0.0,67058
369,TOP09,0.0,67058
370,ČSSD,0.0,67058
371,ČSSD,0.5,67058
372,ANO,0.0,67059
373,KDU-ČSL,0.0,67059
374,KSČM,0.0,67059
375,ODS,0.0,67059
376,Piráti,0.0,67059
377,SPD,0.0,67059
378,STAN,0.0,67059
379,TOP09,0.0,67059
380,TOP09,1.0,67059
381,ČSSD,0.0,67059
382,ANO,0.0,67060
383,KDU-ČSL,0.0,67060
384,KSČM,0.0,67060
385,ODS,0.0,67060
386,Piráti,0.0,67060
387,Piráti,0.05555555555555555,67060
388,SPD,0.0,67060
389,STAN,0.0,67060
390,TOP09,0.0,67060
391,ČSSD,0.0,67060
392,ODS,0.0,67061
393,STAN,0.0,67061
394,ANO,0.0,67062
395,ANO,0.03125,67062
396,KDU-ČSL,0.0,67062
397,KSČM,0.0,67062
398,KSČM,0.125,67062
399,ODS,0.0,67062
400,Piráti,0.0,67062
401,SPD,0.0,67062
402,STAN,0.0,67062
403,TOP09,0.0,67062
404,ČSSD,0.0,67062
405,ANO,0.0,67063
406,KDU-ČSL,0.0,67063
407,KSČM,0.0,67063
408,ODS,0.0,67063
409,Piráti,0.0,67063
410,SPD,0.0,67063
411,STAN,0.0,67063
412,TOP09,0.0,67063
413,ČSSD,0.0,67063
414,ANO,0.0,67064
415,ANO,0.04411764705882353,67064
416,KDU-ČSL,0.0,67064
417,KSČM,0.0,67064
418,ODS,0.0,67064
419,Piráti,0.0,67064
420,SPD,0.0,67064
421,STAN,0.0,67064
422,TOP09,0.0,67064
423,ČSSD,0.0,67064
424,ANO,0.0,67065
425,ANO,0.014084507042253521,67065
426,KDU-ČSL,0.0,67065
427,KSČM,0.0,67065
428,ODS,0.0,67065
429,ODS,0.0625,67065
430,Piráti,0.0,67065
431,SPD,0.0,67065
432,STAN,0.0,67065
433,TOP09,0.0,67065
434,ČSSD,0.0,67065
435,ANO,0.0,67066
436,ANO,0.057971014492753624,67066
437,KDU-ČSL,0.0,67066
438,KSČM,0.0,67066
439,ODS,0.0,67066
440,Piráti,0.0,67066
441,SPD,0.0,67066
442,SPD,0.05,67066
443,STAN,0.0,67066
444,TOP09,0.0,67066
445,ČSSD,0.0,67066
446,ANO,0.0,67067
447,KDU-ČSL,0.0,67067
448,KSČM,0.0,67067
449,ODS,0.0,67067
450,Piráti,0.0,67067
451,SPD,0.0,67067
452,STAN,0.0,67067
453,TOP09,0.0,67067
454,ČSSD,0.0,67067
455,ANO,0.0,67068
456,ANO,0.028985507246376812,67068
457,KDU-ČSL,0.0,67068
458,KSČM,0.0,67068
459,ODS,0.0,67068
460,Piráti,0.0,67068
461,SPD,0.0,67068
462,STAN,0.0,67068
463,TOP09,0.0,67068
464,ČSSD,0.0,67068
465,ANO,0.0,67069
466,KDU-ČSL,0.0,67069
467,KSČM,0.0,67069
468,ODS,0.0,67069
469,Piráti,0.0,67069
470,SPD,0.0,67069
471,STAN,0.0,67069
472,TOP09,0.0,67069
473,ČSSD,0.0,67069
474,ANO,0.0,67070
475,ANO,0.0136986301369863,67070
476,KDU-ČSL,0.0,67070
477,KSČM,0.0,67070
478,ODS,0.0,67070
479,Piráti,0.0,67070
480,SPD,0.0,67070
481,STAN,0.0,67070
482,TOP09,0.0,67070
483,ČSSD,0.0,67070
484,ANO,0.0,67071
485,KDU-ČSL,0.0,67071
486,KSČM,0.0,67071
487,ODS,0.0,67071
488,Piráti,0.0,67071
489,SPD,0.0,67071
490,STAN,0.0,67071
491,TOP09,0.0,67071
492,ČSSD,0.0,67071
493,ANO,0.0,67072
494,ANO,0.015873015873015872,67072
495,KDU-ČSL,0.0,67072
496,KSČM,0.0,67072
497,KSČM,0.16666666666666666,67072
498,ODS,0.0,67072
499,Piráti,0.0,67072
500,SPD,0.0,67072
501,STAN,0.0,67072
502,TOP09,0.0,67072
503,ČSSD,0.0,67072
504,ANO,0.0,67073
505,KDU-ČSL,0.0,67073
506,KSČM,0.0,67073
507,ODS,0.0,67073
508,Piráti,0.0,67073
509,SPD,0.0,67073
510,STAN,0.0,67073
511,TOP09,0.0,67073
512,ČSSD,0.0,67073
513,ANO,0.0,67074
514,ANO,0.015625,67074
515,KDU-ČSL,0.0,67074
516,KSČM,0.0,67074
517,KSČM,0.14285714285714285,67074
518,ODS,0.0,67074
519,Piráti,0.0,67074
520,SPD,0.0,67074
521,STAN,0.0,67074
522,TOP09,0.0,67074
523,TOP09,0.3333333333333333,67074
524,ČSSD,0.0,67074
525,ANO,0.0,67075
526,KDU-ČSL,0.0,67075
527,KSČM,0.0,67075
528,ODS,0.0,67075
529,Piráti,0.0,67075
530,SPD,0.0,67075
531,STAN,0.0,67075
532,TOP09,0.0,67075
533,TOP09,0.3333333333333333,67075
534,ČSSD,0.0,67075
535,ANO,0.0,67076
536,ANO,0.014285714285714285,67076
537,KDU-ČSL,0.0,67076
538,KSČM,0.0,67076
539,KSČM,0.14285714285714285,67076
540,ODS,0.0,67076
541,Piráti,0.0,67076
542,SPD,0.0,67076
543,STAN,0.0,67076
544,TOP09,0.0,67076
545,ČSSD,0.0,67076
546,ANO,0.0,67077
547,KDU-ČSL,0.0,67077
548,KSČM,0.0,67077
549,ODS,0.0,67077
550,Piráti,0.0,67077
551,SPD,0.0,67077
552,STAN,0.0,67077
553,TOP09,0.0,67077
554,ČSSD,0.0,67077
555,ANO,0.0,67078
556,ANO,0.014285714285714285,67078
557,KDU-ČSL,0.0,67078
558,KSČM,0.0,67078
559,KSČM,0.14285714285714285,67078
560,ODS,0.0,67078
561,Piráti,0.0,67078
562,SPD,0.0,67078
563,STAN,0.0,67078
564,TOP09,0.0,67078
565,ČSSD,0.0,67078
566,ANO,0.0,67079
567,KDU-ČSL,0.0,67079
568,KSČM,0.0,67079
569,ODS,0.0,67079
570,Piráti,0.0,67079
571,SPD,0.0,67079
572,STAN,0.0,67079
573,TOP09,0.0,67079
574,ČSSD,0.0,67079
575,ANO,0.0,67080
576,KDU-ČSL,0.0,67080
577,KSČM,0.0,67080
578,KSČM,0.16666666666666666,67080
579,ODS,0.0,67080
580,Piráti,0.0,67080
581,SPD,0.0,67080
582,STAN,0.0,67080
583,TOP09,0.0,67080
584,ČSSD,0.0,67080
585,ANO,0.0,67081
586,KDU-ČSL,0.0,67081
587,KSČM,0.0,67081
588,ODS,0.0,67081
589,Piráti,0.0,67081
590,SPD,0.0,67081
591,STAN,0.0,67081
592,TOP09,0.0,67081
593,ČSSD,0.0,67081
594,ANO,0.0,67082
595,ANO,0.04918032786885246,67082
596,KDU-ČSL,0.0,67082
597,KSČM,0.0,67082
598,ODS,0.0,67082
599,Piráti,0.0,67082
600,SPD,0.0,67082
601,STAN,0.0,67082
602,TOP09,0.0,67082
603,ČSSD,0.0,67082
604,ANO,0.0,67083
605,KDU-ČSL,0.0,67083
606,KSČM,0.0,67083
607,ODS,0.0,67083
608,Piráti,0.0,67083
609,SPD,0.0,67083
610,STAN,0.0,67083
611,TOP09,0.0,67083
612,ČSSD,0.0,67083
613,ANO,0.0,67084
614,KDU-ČSL,0.0,67084
615,KSČM,0.0,67084
616,ODS,0.0,67084
617,Piráti,0.0,67084
618,SPD,0.0,67084
619,STAN,0.0,67084
620,TOP09,0.0,67084
621,ČSSD,0.0,67084
622,ANO,0.0,67085
623,ANO,0.1,67085
624,KDU-ČSL,0.0,67085
625,KSČM,0.0,67085
626,ODS,0.0,67085
627,Piráti,0.0,67085
628,SPD,0.0,67085
629,STAN,0.0,67085
630,TOP09,0.0,67085
631,ČSSD,0.0,67085
632,ANO,0.0,67086
633,ANO,0.1702127659574468,67086
634,KDU-ČSL,0.0,67086
635,KSČM,0.0,67086
636,KSČM,0.125,67086
637,ODS,0.0,67086
638,Piráti,0.0,67086
639,SPD,0.0,67086
640,STAN,0.0,67086
641,TOP09,0.0,67086
642,ČSSD,0.0,67086
643,ANO,0.0,67087
644,KDU-ČSL,0.0,67087
645,KSČM,0.0,67087
646,ODS,0.0,67087
647,Piráti,0.0,67087
648,SPD,0.0,67087
649,STAN,0.0,67087
650,TOP09,0.0,67087
651,ČSSD,0.0,67087
652,ANO,0.0,67088
653,KDU-ČSL,0.0,67088
654,KSČM,0.0,67088
655,ODS,0.0,67088
656,Piráti,0.0,67088
657,SPD,0.0,67088
658,STAN,0.0,67088
659,TOP09,0.0,67088
660,ČSSD,0.0,67088
661,ANO,0.0,67089
662,KDU-ČSL,0.0,67089
663,KSČM,0.0,67089
664,ODS,0.0,67089
665,Piráti,0.0,67089
666,Piráti,0.06666666666666667,67089
667,SPD,0.0,67089
668,STAN,0.0,67089
669,TOP09,0.0,67089
670,ČSSD,0.0,67089
671,ANO,0.0,67090
672,KDU-ČSL,0.0,67090
673,KSČM,0.0,67090
674,ODS,0.0,67090
675,Piráti,0.0,67090
676,SPD,0.0,67090
677,STAN,0.0,67090
678,TOP09,0.0,67090
679,ČSSD,0.0,67090
680,ANO,0.0,67091
681,KDU-ČSL,0.0,67091
682,KSČM,0.0,67091
683,ODS,0.0,67091
684,Piráti,0.0,67091
685,SPD,0.0,67091
686,STAN,0.0,67091
687,TOP09,0.0,67091
688,ČSSD,0.0,67091
689,ANO,0.0,67092
690,KDU-ČSL,0.0,67092
691,KSČM,0.0,67092
692,ODS,0.0,67092
693,Piráti,0.0,67092
694,SPD,0.0,67092
695,STAN,0.0,67092
696,TOP09,0.0,67092
697,ČSSD,0.0,67092
698,ANO,0.0,67093
699,KDU-ČSL,0.0,67093
700,KSČM,0.0,67093
701,ODS,0.0,67093
702,ODS,0.047619047619047616,67093
703,Piráti,0.0,67093
704,Piráti,0.23076923076923078,67093
705,SPD,0.0,67093
706,STAN,0.0,67093
707,TOP09,0.0,67093
708,ČSSD,0.0,67093
709,ANO,0.0,67094
710,KDU-ČSL,0.0,67094
711,KSČM,0.0,67094
712,ODS,0.0,67094
713,Piráti,0.0,67094
714,SPD,0.0,67094
715,STAN,0.0,67094
716,TOP09,0.0,67094
717,ČSSD,0.0,67094
718,ANO,0.0,67095
719,KDU-ČSL,0.0,67095
720,KSČM,0.0,67095
721,ODS,0.0,67095
722,Piráti,0.0,67095
723,SPD,0.0,67095
724,STAN,0.0,67095
725,TOP09,0.0,67095
726,ČSSD,0.0,67095
727,ANO,0.0,67096
728,KSČM,0.0,67096
729,ODS,0.0,67096
730,Piráti,0.0,67096
731,STAN,0.0,67096
732,ČSSD,0.0,67096
733,ANO,0.0,67097
734,KDU-ČSL,0.0,67097
735,KSČM,0.0,67097
736,ODS,0.0,67097
737,ODS,0.05,67097
738,Piráti,0.0,67097
739,SPD,0.0,67097
740,STAN,0.0,67097
741,TOP09,0.0,67097
742,ČSSD,0.0,67097
743,ANO,0.0,67098
744,KDU-ČSL,0.0,67098
745,KSČM,0.0,67098
746,ODS,0.0,67098
747,Piráti,0.0,67098
748,SPD,0.0,67098
749,STAN,0.0,67098
750,TOP09,0.0,67098
751,ČSSD,0.0,67098
752,ANO,0.0,67099
753,KDU-ČSL,0.0,67099
754,KSČM,0.0,67099
755,ODS,0.0,67099
756,Piráti,0.0,67099
757,SPD,0.0,67099
758,STAN,0.0,67099
759,TOP09,0.0,67099
760,ČSSD,0.0,67099
761,ANO,0.0,67100
762,KDU-ČSL,0.0,67100
763,KSČM,0.0,67100
764,ODS,0.0,67100
765,Piráti,0.0,67100
766,Piráti,0.2857142857142857,67100
767,SPD,0.0,67100
768,STAN,0.0,67100
769,TOP09,0.0,67100
770,ČSSD,0.0,67100
771,ANO,0.0,67101
772,KDU-ČSL,0.0,67101
773,KSČM,0.0,67101
774,ODS,0.0,67101
775,ODS,0.047619047619047616,67101
776,Piráti,0.0,67101
777,SPD,0.0,67101
778,STAN,0.0,67101
779,TOP09,0.0,67101
780,ČSSD,0.0,67101
781,ANO,0.0,67102
782,KDU-ČSL,0.0,67102
783,KSČM,0.0,67102
784,ODS,0.0,67102
785,ODS,0.047619047619047616,67102
786,Piráti,0.0,67102
787,SPD,0.0,67102
788,STAN,0.0,67102
789,TOP09,0.0,67102
790,ČSSD,0.0,67102
791,ANO,0.0,67103
792,KDU-ČSL,0.0,67103
793,KSČM,0.0,67103
794,ODS,0.0,67103
795,Piráti,0.0,67103
796,Piráti,0.75,67103
797,SPD,0.0,67103
798,STAN,0.0,67103
799,TOP09,0.0,67103
800,ČSSD,0.0,67103
801,ANO,0.0,67104
802,KDU-ČSL,0.0,67104
803,KSČM,0.0,67104
804,ODS,0.0,67104
805,Piráti,0.0,67104
806,SPD,0.0,67104
807,STAN,0.0,67104
808,TOP09,0.0,67104
809,ČSSD,0.0,67104
810,ANO,0.0,67105
811,KDU-ČSL,0.0,67105
812,KSČM,0.0,67105
813,ODS,0.0,67105
814,Piráti,0.0,67105
815,SPD,0.0,67105
816,STAN,0.0,67105
817,TOP09,0.0,67105
818,ČSSD,0.0,67105
819,ANO,0.0,67106
820,KDU-ČSL,0.0,67106
821,KSČM,0.0,67106
822,ODS,0.0,67106
823,ODS,0.05263157894736842,67106
824,Piráti,0.0,67106
825,SPD,0.0,67106
826,STAN,0.0,67106
827,TOP09,0.0,67106
828,ČSSD,0.0,67106
829,ANO,0.0,67107
830,KDU-ČSL,0.0,67107
831,KSČM,0.0,67107
832,ODS,0.0,67107
833,Piráti,0.0,67107
834,SPD,0.0,67107
835,STAN,0.0,67107
836,TOP09,0.0,67107
837,ČSSD,0.0,67107
838,ANO,0.0,67108
839,KDU-ČSL,0.0,67108
840,KSČM,0.0,67108
841,ODS,0.0,67108
842,Piráti,0.0,67108
843,SPD,0.0,67108
844,STAN,0.0,67108
845,TOP09,0.0,67108
846,ČSSD,0.0,67108
847,ANO,0.0,67109
848,KDU-ČSL,0.0,67109
849,KSČM,0.0,67109
850,ODS,0.0,67109
851,Piráti,0.0,67109
852,Piráti,0.18181818181818182,67109
853,SPD,0.0,67109
854,STAN,0.0,67109
855,TOP09,0.0,67109
856,ČSSD,0.0,67109
857,ANO,0.0,67110
858,KDU-ČSL,0.0,67110
859,KSČM,0.0,67110
860,STAN,0.0,67110
861,TOP09,0.0,67110
862,ČSSD,0.0,67110
863,ANO,0.0,67111
864,KDU-ČSL,0.0,67111
865,KSČM,0.0,67111
866,ODS,0.0,67111
867,STAN,0.0,67111
868,TOP09,0.0,67111
869,ČSSD,0.0,67111
870,ANO,0.0,67112
871,KDU-ČSL,0.0,67112
872,ODS,0.0,67112
873,SPD,0.0,67112
874,STAN,0.0,67112
875,TOP09,0.0,67112
876,ČSSD,0.0,67112
877,ANO,0.0,67113
878,KDU-ČSL,0.0,67113
879,KSČM,0.0,67113
880,ODS,0.0,67113
881,Piráti,0.0,67113
882,SPD,0.0,67113
883,STAN,0.0,67113
884,STAN,0.3333333333333333,67113
885,TOP09,0.0,67113
886,TOP09,1.0,67113
887,ČSSD,0.0,67113
888,ANO,0.0,67114
889,KDU-ČSL,0.0,67114
890,KSČM,0.0,67114
891,ODS,0.0,67114
892,ODS,0.06666666666666667,67114
893,Piráti,0.0,67114
894,SPD,0.0,67114
895,STAN,0.0,67114
896,TOP09,0.0,67114
897,ČSSD,0.0,67114
898,ANO,0.0,67115
899,KDU-ČSL,0.0,67115
900,KSČM,0.0,67115
901,ODS,0.0,67115
902,Piráti,0.0,67115
903,SPD,0.0,67115
904,STAN,0.0,67115
905,TOP09,0.0,67115
906,ČSSD,0.0,67115
907,ANO,0.0,67116
908,ANO,0.03278688524590164,67116
909,KDU-ČSL,0.0,67116
910,KSČM,0.0,67116
911,ODS,0.0,67116
912,Piráti,0.0,67116
913,SPD,0.0,67116
914,STAN,0.0,67116
915,TOP09,0.0,67116
916,ČSSD,0.0,67116
917,ANO,0.0,67117
918,ANO,0.016129032258064516,67117
919,KDU-ČSL,0.0,67117
920,KSČM,0.0,67117
921,ODS,0.0,67117
922,Piráti,0.0,67117
923,SPD,0.0,67117
924,STAN,0.0,67117
925,TOP09,0.0,67117
926,ČSSD,0.0,67117
927,ANO,0.0,67118
928,KSČM,0.0,67118
929,Piráti,0.0,67118
930,Piráti,0.5,67118
931,TOP09,0.0,67118
932,ČSSD,0.0,67118
933,ANO,0.0,67119
934,KDU-ČSL,0.0,67119
935,KSČM,0.0,67119
936,KSČM,0.75,67119
937,ODS,0.0,67119
938,Piráti,0.0,67119
939,SPD,0.0,67119
940,STAN,0.0,67119
941,TOP09,0.0,67119
942,ČSSD,0.0,67119
943,ČSSD,0.14285714285714285,67119
944,ANO,0.0,67120
945,KDU-ČSL,0.0,67120
946,KSČM,0.0,67120
947,ODS,0.0,67120
948,Piráti,0.0,67120
949,SPD,0.0,67120
950,STAN,0.0,67120
951,TOP09,0.0,67120
952,ČSSD,0.0,67120
953,ANO,0.0,67121
954,KDU-ČSL,0.0,67121
955,KSČM,0.0,67121
956,ODS,0.0,67121
957,Piráti,0.0,67121
958,SPD,0.0,67121
959,STAN,0.0,67121
960,TOP09,0.0,67121
961,ČSSD,0.0,67121
962,ANO,0.0,67122
963,ANO,0.13333333333333333,67122
964,KDU-ČSL,0.0,67122
965,KDU-ČSL,0.14285714285714285,67122
966,KSČM,0.0,67122
967,ODS,0.0,67122
968,SPD,0.0,67122
969,STAN,0.0,67122
970,ČSSD,0.0,67122
971,ČSSD,0.5,67122
972,ANO,0.0,67123
973,KDU-ČSL,0.0,67123
974,KSČM,0.0,67123
975,ODS,0.0,67123
976,Piráti,0.0,67123
977,SPD,0.0,67123
