,f__bootstrap,f__class_weight,f__criterion,f__max_depth,f__max_features,f__min_samples_leaf,f__min_samples_split,f__n_estimators,prec,f1,recall
130,False,,entropy,,sqrt,4,2,100,0.0,0.0,0.0
131,True,,entropy,10.0,sqrt,2,10,10,0.0,0.0,0.0
132,True,balanced,gini,50.0,auto,4,10,200,0.0,0.0,0.0
133,True,balanced,entropy,50.0,auto,2,2,50,0.0,0.0,0.0
134,False,balanced,entropy,10.0,auto,1,10,100,0.18214285714285713,0.0927191166321601,0.06416666666666666
135,True,balanced,entropy,,auto,1,2,10,0.2,0.023529411764705882,0.0125
136,True,balanced,entropy,50.0,auto,4,2,10,0.06666666666666667,0.03636363636363636,0.025
137,True,balanced_subsample,entropy,10.0,auto,1,2,10,0.06666666666666667,0.021052631578947368,0.0125
138,True,balanced_subsample,entropy,10.0,auto,4,10,10,0.27999999999999997,0.06162464985994398,0.0375
139,True,balanced,gini,,sqrt,1,10,100,0.0,0.0,0.0
140,True,balanced,gini,50.0,sqrt,1,10,100,0.0,0.0,0.0
141,True,balanced_subsample,gini,10.0,sqrt,4,2,100,0.0,0.0,0.0
142,True,balanced_subsample,entropy,50.0,sqrt,1,10,100,0.0,0.0,0.0
143,False,balanced,gini,10.0,sqrt,2,10,10,0.18055555555555552,0.10361352657004833,0.07666666666666666
144,True,balanced_subsample,entropy,10.0,sqrt,4,2,50,0.0,0.0,0.0
145,True,balanced,gini,10.0,sqrt,1,10,100,0.0,0.0,0.0
146,True,balanced,gini,10.0,sqrt,4,2,50,0.0,0.0,0.0
147,False,,entropy,50.0,sqrt,1,10,10,0.2,0.023529411764705882,0.0125
148,True,balanced_subsample,gini,50.0,sqrt,2,10,50,0.0,0.0,0.0
149,False,,entropy,50.0,sqrt,2,10,50,0.0,0.0,0.0
150,True,,entropy,10.0,sqrt,2,10,50,0.0,0.0,0.0
151,True,,gini,50.0,auto,1,10,10,0.0,0.0,0.0
152,True,balanced_subsample,entropy,,auto,4,10,50,0.0,0.0,0.0
153,True,balanced,entropy,,auto,1,10,50,0.0,0.0,0.0
154,False,balanced,entropy,10.0,sqrt,4,2,10,0.1619047619047619,0.08840404040404042,0.06416666666666666
155,True,balanced,entropy,50.0,sqrt,1,2,50,0.0,0.0,0.0
156,True,,gini,50.0,sqrt,2,10,10,0.0,0.0,0.0
157,True,balanced_subsample,gini,10.0,auto,2,2,100,0.0,0.0,0.0
158,True,balanced,entropy,,sqrt,2,2,50,0.0,0.0,0.0
159,True,balanced_subsample,gini,,auto,1,10,10,0.3,0.06352941176470588,0.0375
160,False,balanced_subsample,entropy,50.0,sqrt,2,10,50,0.2202380952380952,0.09467565682399443,0.06416666666666666
161,True,,entropy,,sqrt,4,10,100,0.0,0.0,0.0
162,True,,gini,,auto,1,2,10,0.0,0.0,0.0
163,True,balanced_subsample,gini,,sqrt,2,2,200,0.0,0.0,0.0
164,True,,entropy,50.0,sqrt,2,2,100,0.0,0.0,0.0
165,True,balanced_subsample,entropy,,sqrt,1,2,50,0.0,0.0,0.0
166,True,balanced_subsample,gini,10.0,sqrt,1,2,100,0.0,0.0,0.0
167,False,balanced_subsample,gini,,sqrt,4,10,200,0.16468253968253968,0.0890048309178744,0.06416666666666666
168,True,balanced_subsample,entropy,50.0,auto,1,2,50,0.0,0.0,0.0
169,False,balanced_subsample,gini,50.0,sqrt,4,10,200,0.16468253968253968,0.0890048309178744,0.06416666666666666
170,False,balanced,entropy,10.0,auto,4,10,100,0.1838095238095238,0.10394919090571264,0.07666666666666666
171,True,,gini,50.0,sqrt,1,10,200,0.0,0.0,0.0
